latest_degree,specialization,currently_employed,current_salary,location,recommended_for_job
PhD,Computer Science,0,101678,San Francisco,0
Master,Business Administration,0,42109,Los Angeles,1
Bachelor,Business Administration,1,52010,Los Angeles,1
Bachelor,Electrical Engineering,1,38787,Chicago,0
Bachelor,Computer Science,1,38472,Chicago,0
PhD,Business Administration,0,53383,Los Angeles,1
Master,Computer Science,1,91709,New York,1
Master,Electrical Engineering,0,99785,Los Angeles,0
Master,Computer Science,0,64518,Chicago,0
Bachelor,Electrical Engineering,1,83909,Houston,0
Master,Computer Science,1,48351,San Francisco,0
Bachelor,Business Administration,1,99624,Houston,0
Master,Electrical Engineering,0,83330,Houston,1
Bachelor,Business Administration,1,45282,San Francisco,0
Master,Electrical Engineering,1,114866,Los Angeles,0
PhD,Computer Science,0,51778,New York,1
PhD,Computer Science,1,54264,Houston,0
Bachelor,Electrical Engineering,1,89675,New York,1
Bachelor,Electrical Engineering,0,35075,Chicago,1
Master,Electrical Engineering,0,105948,Houston,0
Master,Computer Science,0,78454,Chicago,0
PhD,Electrical Engineering,0,58365,Los Angeles,1
Master,Electrical Engineering,0,102766,Houston,1
Bachelor,Business Administration,1,78200,Chicago,1
Bachelor,Electrical Engineering,1,41002,Chicago,0
Bachelor,Business Administration,0,43947,Los Angeles,0
Bachelor,Business Administration,1,109222,New York,0
Bachelor,Business Administration,1,108610,New York,0
PhD,Computer Science,0,82142,Houston,0
PhD,Business Administration,0,86307,Los Angeles,1
Bachelor,Electrical Engineering,0,34493,Houston,0
Master,Computer Science,1,80085,New York,0
Bachelor,Computer Science,0,64228,Los Angeles,1
PhD,Computer Science,1,109676,San Francisco,0
Bachelor,Computer Science,1,81875,Los Angeles,0
PhD,Computer Science,1,61655,Los Angeles,0
PhD,Computer Science,1,73472,San Francisco,1
Bachelor,Computer Science,0,79437,Chicago,1
Bachelor,Business Administration,1,79416,Chicago,0
Master,Electrical Engineering,0,89711,Chicago,0
PhD,Electrical Engineering,1,36816,New York,0
Master,Business Administration,0,107175,Los Angeles,1
Bachelor,Business Administration,0,94307,San Francisco,1
PhD,Computer Science,0,76733,New York,0
Master,Computer Science,1,41240,San Francisco,0
Master,Business Administration,1,101363,New York,0
Master,Computer Science,1,62762,New York,0
Bachelor,Electrical Engineering,0,38259,New York,1
Bachelor,Electrical Engineering,1,80139,San Francisco,1
Bachelor,Computer Science,1,44849,Houston,0
PhD,Computer Science,1,111768,New York,1
Bachelor,Computer Science,0,119709,Chicago,1
PhD,Electrical Engineering,1,84869,Los Angeles,0
Master,Computer Science,1,93095,Houston,0
Master,Business Administration,0,100910,Houston,0
Bachelor,Computer Science,0,116710,San Francisco,0
Master,Business Administration,0,53567,Houston,1
Bachelor,Computer Science,0,65292,San Francisco,0
PhD,Computer Science,0,104813,San Francisco,0
Master,Electrical Engineering,0,81631,Chicago,0
Bachelor,Business Administration,1,39885,New York,0
Master,Business Administration,1,89659,Houston,1
Master,Business Administration,0,84306,New York,0
Bachelor,Electrical Engineering,1,96314,New York,0
Master,Business Administration,0,95087,New York,1
Master,Electrical Engineering,1,59165,San Francisco,0
Master,Computer Science,0,88929,New York,0
Master,Computer Science,0,97028,Houston,0
PhD,Business Administration,1,79812,San Francisco,1
Master,Computer Science,1,80500,Houston,0
Master,Computer Science,1,109151,San Francisco,0
Bachelor,Business Administration,1,88643,Los Angeles,0
PhD,Computer Science,1,74900,Los Angeles,1
Bachelor,Business Administration,1,72946,Los Angeles,0
Bachelor,Business Administration,1,37851,Los Angeles,0
Bachelor,Computer Science,1,46288,San Francisco,0
PhD,Computer Science,0,102692,New York,1
Bachelor,Computer Science,1,97580,Chicago,1
Bachelor,Computer Science,1,37368,Chicago,0
Bachelor,Computer Science,0,115436,Los Angeles,0
Master,Electrical Engineering,0,76403,New York,1
Bachelor,Computer Science,0,39168,Houston,0
PhD,Electrical Engineering,0,116497,New York,1
PhD,Business Administration,1,79879,Houston,1
Master,Computer Science,1,89871,Chicago,1
PhD,Computer Science,0,119388,New York,0
PhD,Computer Science,0,62174,New York,1
Master,Business Administration,1,36581,Chicago,1
Bachelor,Electrical Engineering,1,101853,New York,0
Master,Electrical Engineering,1,94046,Houston,0
Bachelor,Computer Science,1,79678,New York,0
Bachelor,Computer Science,0,56649,Houston,1
PhD,Computer Science,1,118668,Los Angeles,1
Master,Computer Science,0,112325,New York,0
PhD,Business Administration,0,44567,Houston,1
PhD,Computer Science,0,110404,Chicago,0
Bachelor,Business Administration,1,119906,Los Angeles,0
PhD,Computer Science,0,91944,New York,0
Master,Electrical Engineering,1,108002,Houston,0
PhD,Electrical Engineering,0,58803,New York,0
PhD,Computer Science,1,48230,Houston,1
Bachelor,Computer Science,0,47862,New York,1
Master,Business Administration,0,73355,Los Angeles,0
PhD,Computer Science,1,61259,Los Angeles,1
Bachelor,Computer Science,1,117445,New York,1
PhD,Computer Science,0,60795,New York,0
Master,Electrical Engineering,0,38770,San Francisco,1
PhD,Business Administration,1,41093,New York,1
PhD,Electrical Engineering,0,76571,New York,0
Bachelor,Business Administration,1,30193,Los Angeles,1
PhD,Electrical Engineering,1,47569,New York,1
Bachelor,Computer Science,0,41190,Chicago,1
Master,Electrical Engineering,1,92824,New York,1
PhD,Electrical Engineering,0,72752,San Francisco,1
Master,Business Administration,1,62327,Houston,0
Master,Business Administration,1,72070,Los Angeles,0
PhD,Electrical Engineering,0,115925,Chicago,0
Bachelor,Business Administration,1,70197,Houston,0
Master,Business Administration,0,32261,Chicago,0
Master,Business Administration,1,56512,Los Angeles,1
PhD,Business Administration,1,36716,San Francisco,1
PhD,Business Administration,1,116795,Los Angeles,0
PhD,Electrical Engineering,1,58933,Chicago,0
PhD,Business Administration,0,34378,Chicago,0
PhD,Computer Science,1,70583,Los Angeles,1
PhD,Electrical Engineering,1,115371,New York,1
Bachelor,Electrical Engineering,1,59033,Los Angeles,1
Master,Electrical Engineering,0,54000,San Francisco,1
Bachelor,Business Administration,0,105868,Los Angeles,1
Bachelor,Computer Science,0,72604,Houston,1
PhD,Business Administration,0,98336,New York,0
Master,Electrical Engineering,1,103869,Houston,1
Bachelor,Electrical Engineering,1,35410,Los Angeles,0
PhD,Electrical Engineering,1,113375,New York,0
PhD,Electrical Engineering,0,86044,Houston,1
Master,Business Administration,0,93315,Houston,1
Bachelor,Computer Science,1,101344,New York,1
Bachelor,Computer Science,1,36796,New York,1
Bachelor,Electrical Engineering,1,116716,Chicago,1
PhD,Computer Science,0,84245,New York,1
Master,Electrical Engineering,1,73056,Los Angeles,1
Master,Electrical Engineering,1,47709,San Francisco,1
Bachelor,Computer Science,0,88557,Chicago,0
PhD,Electrical Engineering,0,47543,New York,0
Bachelor,Computer Science,1,67418,San Francisco,1
Master,Electrical Engineering,0,46724,Chicago,0
PhD,Computer Science,1,33828,Los Angeles,1
Bachelor,Electrical Engineering,1,47087,San Francisco,0
Bachelor,Computer Science,1,42605,New York,0
PhD,Electrical Engineering,1,61337,New York,1
Master,Electrical Engineering,0,35482,Los Angeles,1
PhD,Electrical Engineering,0,95333,Chicago,1
Bachelor,Computer Science,0,118296,San Francisco,0
Bachelor,Business Administration,1,80952,Los Angeles,0
Bachelor,Electrical Engineering,1,35463,Chicago,1
Bachelor,Electrical Engineering,1,100448,Houston,0
Master,Computer Science,0,34648,Houston,1
Master,Electrical Engineering,0,63623,Chicago,0
Bachelor,Electrical Engineering,1,89156,New York,1
Master,Electrical Engineering,0,65634,New York,0
Master,Electrical Engineering,0,74602,Houston,1
Master,Business Administration,0,79334,New York,1
Bachelor,Business Administration,0,98648,New York,1
PhD,Electrical Engineering,1,52054,Chicago,0
PhD,Electrical Engineering,0,100028,Chicago,1
PhD,Electrical Engineering,1,52207,New York,0
Bachelor,Business Administration,0,110650,Chicago,1
Master,Business Administration,1,111554,San Francisco,1
Master,Computer Science,1,51386,Houston,1
Bachelor,Computer Science,0,113276,San Francisco,0
Bachelor,Electrical Engineering,1,89518,San Francisco,0
PhD,Electrical Engineering,1,82781,New York,0
PhD,Business Administration,0,82780,New York,1
Bachelor,Electrical Engineering,1,91440,San Francisco,0
PhD,Electrical Engineering,0,74199,San Francisco,1
Master,Business Administration,1,91035,Los Angeles,1
Bachelor,Business Administration,0,38210,Los Angeles,1
Bachelor,Business Administration,0,74363,Houston,1
Master,Business Administration,0,108279,San Francisco,1
Master,Computer Science,0,90348,Chicago,0
Master,Business Administration,0,85284,Los Angeles,0
PhD,Business Administration,1,102124,New York,1
Bachelor,Electrical Engineering,1,98847,San Francisco,1
PhD,Electrical Engineering,0,52432,Chicago,0
Master,Electrical Engineering,1,94089,Chicago,1
PhD,Computer Science,1,85398,Chicago,1
Master,Business Administration,1,33321,New York,1
PhD,Business Administration,0,111348,Los Angeles,1
PhD,Computer Science,0,67383,Chicago,0
Master,Business Administration,1,108682,Los Angeles,1
PhD,Electrical Engineering,0,109190,Houston,0
Bachelor,Computer Science,0,82893,New York,0
PhD,Business Administration,1,65820,Los Angeles,0
PhD,Computer Science,0,96262,Los Angeles,0
Bachelor,Computer Science,0,33760,Chicago,1
Master,Business Administration,0,52190,Chicago,1
Bachelor,Electrical Engineering,0,97411,New York,1
PhD,Business Administration,0,53377,Los Angeles,0
Master,Business Administration,1,76737,San Francisco,0
PhD,Electrical Engineering,0,99569,Chicago,0
PhD,Business Administration,0,68211,Chicago,1
Bachelor,Business Administration,1,112909,Houston,1
Bachelor,Business Administration,1,33744,New York,1
Master,Computer Science,0,54995,Los Angeles,0
Master,Computer Science,1,46977,Los Angeles,0
Master,Computer Science,0,64542,Los Angeles,1
PhD,Business Administration,1,40651,Chicago,0
Bachelor,Electrical Engineering,0,108931,New York,0
Bachelor,Computer Science,1,46715,Los Angeles,1
Bachelor,Electrical Engineering,0,74409,San Francisco,0
Master,Business Administration,1,54306,Houston,0
Bachelor,Computer Science,0,49086,Houston,1
Bachelor,Business Administration,0,44376,Los Angeles,0
Bachelor,Electrical Engineering,0,91350,Chicago,0
Master,Computer Science,1,101425,Houston,0
Bachelor,Computer Science,1,66636,Houston,0
Master,Computer Science,0,116120,Houston,1
Bachelor,Computer Science,0,81649,Houston,1
Bachelor,Electrical Engineering,0,64610,Los Angeles,0
Bachelor,Computer Science,0,40058,New York,1
Master,Business Administration,1,104637,New York,1
Master,Computer Science,1,108033,Chicago,1
Bachelor,Electrical Engineering,1,100194,San Francisco,0
PhD,Computer Science,0,106917,New York,0
Master,Electrical Engineering,0,94200,San Francisco,1
Master,Electrical Engineering,1,76619,New York,1
Bachelor,Business Administration,1,47154,New York,1
PhD,Computer Science,1,49539,Chicago,1
Bachelor,Computer Science,1,90058,Houston,0
Master,Computer Science,0,92068,Chicago,1
Master,Business Administration,0,107313,New York,0
Bachelor,Business Administration,0,60373,Houston,0
Bachelor,Electrical Engineering,1,63154,Houston,0
PhD,Electrical Engineering,0,36031,Houston,0
PhD,Electrical Engineering,1,101975,San Francisco,0
Master,Business Administration,1,52785,New York,0
PhD,Business Administration,1,108928,Los Angeles,0
PhD,Business Administration,1,58669,Chicago,1
Master,Electrical Engineering,1,32282,San Francisco,0
Master,Business Administration,0,64624,Chicago,1
Master,Electrical Engineering,0,78438,Los Angeles,1
Master,Electrical Engineering,0,119900,Houston,1
Bachelor,Computer Science,1,97534,Los Angeles,1
Master,Computer Science,0,61705,Chicago,1
Master,Computer Science,1,68244,Los Angeles,0
Master,Electrical Engineering,0,104964,New York,0
PhD,Computer Science,1,67437,Los Angeles,1
Master,Computer Science,1,107872,New York,1
Bachelor,Computer Science,0,104878,Los Angeles,1
Bachelor,Business Administration,1,102982,New York,0
Master,Electrical Engineering,0,80583,New York,1
Bachelor,Computer Science,0,68392,Los Angeles,0
PhD,Business Administration,0,37461,San Francisco,0
Master,Business Administration,1,40516,Houston,1
Bachelor,Business Administration,1,109285,Houston,0
Bachelor,Computer Science,1,47514,Houston,0
Master,Business Administration,1,66268,New York,0
Bachelor,Electrical Engineering,0,66788,Houston,1
Master,Business Administration,1,105749,New York,1
Bachelor,Business Administration,0,91049,San Francisco,1
PhD,Business Administration,0,92493,Los Angeles,1
Bachelor,Business Administration,1,66027,Los Angeles,1
Bachelor,Electrical Engineering,1,72849,New York,1
Master,Computer Science,0,47858,New York,1
Bachelor,Electrical Engineering,1,114162,San Francisco,1
Master,Electrical Engineering,0,109003,Houston,0
PhD,Computer Science,1,82395,San Francisco,1
Master,Business Administration,1,69758,Los Angeles,0
Master,Computer Science,0,84312,Los Angeles,0
Bachelor,Computer Science,0,98670,Houston,1
PhD,Electrical Engineering,0,112279,Los Angeles,0
Master,Computer Science,1,45434,New York,0
Bachelor,Business Administration,1,94047,Los Angeles,1
Bachelor,Electrical Engineering,1,77775,Chicago,0
Master,Business Administration,0,105769,Houston,1
Bachelor,Electrical Engineering,0,96677,Houston,0
Master,Business Administration,1,113555,Houston,0
Master,Computer Science,0,115920,Chicago,1
Master,Computer Science,1,75734,San Francisco,0
PhD,Computer Science,0,118503,New York,0
Master,Business Administration,1,70603,Houston,1
Bachelor,Electrical Engineering,1,106708,Los Angeles,1
PhD,Electrical Engineering,1,111926,New York,0
Bachelor,Electrical Engineering,0,98803,Los Angeles,0
PhD,Computer Science,0,69332,New York,1
PhD,Business Administration,1,51312,New York,0
PhD,Electrical Engineering,1,114526,Los Angeles,1
PhD,Business Administration,1,74179,Los Angeles,1
Bachelor,Electrical Engineering,1,101442,New York,1
Master,Computer Science,1,70379,Houston,0
Bachelor,Business Administration,1,47297,Los Angeles,0
Master,Electrical Engineering,0,32011,Chicago,0
Bachelor,Electrical Engineering,0,74014,Chicago,1
PhD,Electrical Engineering,0,41738,New York,0
PhD,Electrical Engineering,0,77498,San Francisco,1
Master,Computer Science,1,41120,New York,0
Master,Electrical Engineering,1,38767,New York,1
Bachelor,Electrical Engineering,1,52852,Houston,1
Master,Computer Science,0,109239,Houston,0
Bachelor,Electrical Engineering,0,30929,San Francisco,1
Master,Business Administration,1,107487,San Francisco,0
Master,Business Administration,0,47438,San Francisco,0
Master,Electrical Engineering,0,78515,San Francisco,0
PhD,Computer Science,1,35744,San Francisco,0
PhD,Computer Science,1,113820,New York,0
Bachelor,Computer Science,1,72417,New York,1
Master,Electrical Engineering,0,37069,Chicago,0
Bachelor,Electrical Engineering,1,72359,Chicago,1
Master,Business Administration,1,49799,Los Angeles,0
PhD,Computer Science,1,100188,New York,1
PhD,Electrical Engineering,0,119859,San Francisco,1
Master,Electrical Engineering,0,37597,Los Angeles,0
Master,Electrical Engineering,1,77093,Houston,1
PhD,Computer Science,1,67226,New York,0
PhD,Computer Science,0,102127,Chicago,0
Bachelor,Business Administration,0,107362,New York,0
PhD,Computer Science,1,56417,New York,1
Master,Electrical Engineering,0,48693,New York,1
Bachelor,Business Administration,1,109674,New York,1
Master,Computer Science,1,83161,Houston,1
Bachelor,Computer Science,0,32169,Chicago,0
Master,Computer Science,1,114092,New York,0
PhD,Computer Science,1,52052,Houston,1
Master,Electrical Engineering,0,101849,Los Angeles,1
Bachelor,Computer Science,1,103851,New York,0
Master,Electrical Engineering,0,38036,Houston,1
Bachelor,Electrical Engineering,1,61778,San Francisco,0
Master,Electrical Engineering,1,57734,Los Angeles,1
PhD,Business Administration,0,53173,Chicago,1
PhD,Electrical Engineering,0,60403,New York,1
Master,Computer Science,0,96321,New York,0
Master,Business Administration,0,101675,Houston,0
